multiple_orgs_spoken_to,multiple_org_names_in_BX,BX_spelling,org_spoken_at,Match SubTiesToCode,date_of_speech,year_of_speech,chair_hfsc_name,chair_hfsc_total_raised,chair_hfsc_contribution_from_org,chair_rank_of_contribution,rkmem_hfsc_name,rnkmem_hfsc_total_raised,rnkmem_hfsc_contribution_from_org,rnkmem_rank_of_contribution,name_of_fed_speaker,years_experience_in_tied_org,TieDistanceYrs,org_tie_role,years_to_tie,speech_name,vars.link,raw_spoke_to,spoke_to,finallist,Notes,place_1,place_2,name,position_cat,any_speech,bankersfinance,other_private,otherregulators,io,community_organisations,thinktank,press_association,prof_econ_assoc,university,hearing,trade_assoc,non_finance_gov,nonbuinessadvocacy,social_events,economic_literacy,other,org
,,,Kenan-Flagler Business School,,12 Sep 1997,1997,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Alan Greenspan,none,,,,"Education, technology, and economic growth",http://www.federalreserve.gov/boarddocs/speeches/1997/19970912.htm,"At the Building Dedication Ceremonies at the Kenan-Flagler Business School, University of North Carolina, Chapel Hill, North Carolina",Building Dedication Ceremonies at the Kenan-Flagler Business School,Kenan-Flagler Business School,, University of North Carolin,,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,The Bond Market Trade Association,,12 Sep 1997,1997,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Laurence H. Meyer,none,,,,Monetary policy and the bond market: Complements or substitutes,http://www.federalreserve.gov/boarddocs/speeches/1997/199709122.htm,"Before the Fixed Income Summit of PSA The Bond Market Trade Association, Washington, D.C.",the Fixed Income Summit of PSA The Bond Market Trade Association,The Bond Market Trade Association,, Washington, D.C.,Laurence H. Meyer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,Carnegie Mellon University,,17 Sep 1997,1997,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Laurence H. Meyer,none,,,,The economic outlook and challenges facing monetary policy,http://www.federalreserve.gov/boarddocs/speeches/1997/19970917.htm,"Before the 1998 Global Economic and Investment Outlook Conference, Carnegie Mellon University, Pittsburgh, Pennsylvania",the 1998 Global Economic and Investment Outlook Conference,Carnegie Mellon University,, Carnegie Mellon University, Pittsbur,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,Fordham University,Fordham University School of Law,1,19 Sep 1997,1997,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Susan M. Phillips,none,,,,Derivatives and risk management,http://www.federalreserve.gov/boarddocs/speeches/1997/19970919.htm,"At the Derivatives & Risk Management Symposium of the Fordham University School of Law, New York, New York",Derivatives & Risk Management Symposium of the Fordham University School of Law,Fordham University School of Law,, New York, New Y,Susan M. Phillips,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,Bank Administration Institute,,23 Sep 1997,1997,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Edward W. Kelley,Not Found in Fed Boardex,,,,The role of the Federal Reserve in the payments system,http://www.federalreserve.gov/boarddocs/speeches/1997/19970923.htm,"Before the Bank Administration Institute's Symposium on Payments System Strategy, Washington, D.C.",the Bank Administration Institute's Symposium on Payments System Strategy,Bank Administration Institute,, Washington, D.C.,Edward W. Kelley,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
,1,American Bankers Association (ABA),American Bankers Association,1,5 Oct 1997,1997,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123","$9,200",10,Alan Greenspan,none,,,,Technological change and the economy,http://www.federalreserve.gov/boarddocs/speeches/1997/19971005.htm,"At the Annual Convention of the American Bankers Association, Boston, Massachusetts",Annual Convention of the American Bankers Association, American Bankers Association,, Boston, Massachusetts,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,Greenlining Institute,,11 Oct 1997,1997,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Alan Greenspan,none,,,,Consumer credit and financial modernization,http://www.federalreserve.gov/boarddocs/speeches/1997/19971011.htm,"At the Economic Development Conference of the Greenlining Institute, San Francisco, California",Economic Development Conference of the Greenlining Institute,Greenlining Institute,, San Francisco, California,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
,,,Cato Institute,,14 Oct 1997,1997,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Alan Greenspan,none,,,,Globalization of finance,http://www.federalreserve.gov/boarddocs/speeches/1997/19971014.htm,"At the 15th Annual Monetary Conference of the Cato Institute, Washington, D.C.",15th Annual Monetary Conference of the Cato Institute, Cato Institute,, Washington, D.C.,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
,,,Institute for Global Management and Research School of Business and Public Management,,14 Oct 1997,1997,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Laurence H. Meyer,none,,,,Globalization and U.S. monetary policy,http://www.federalreserve.gov/boarddocs/speeches/1997/199710143.htm,"Before the Institute for Global Management and Research School of Business and Public Management, The George Washington University, Washington, D.C.",the Institute for Global Management and Research School of Business and Public Management,Institute for Global Management and Research School of Business and Public Management,, The G,,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,University of Connecticut,University of Connecticut,1,14 Oct 1997,1997,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Alan Greenspan,none,,,,Inaugural speech for economic seminar series,http://www.federalreserve.gov/boarddocs/speeches/1997/199710142.htm,"At the University of Connecticut, Storrs, Connecticut",University of Connecticut,University of Connecticut,, Storrs, Connecticut,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,Financial Women's Association,,15 Oct 1997,1997,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Susan M. Phillips,none,,,,Black Monday: 10 years later,http://www.federalreserve.gov/boarddocs/speeches/1997/19971015.htm,"At a program of the Financial Women's Association, Bentley College, Waltham, Massachusetts",rogram of the Financial Women's Association,Financial Women's Association,, Bentley College, Waltham,Susan M. Phillips,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
,,,Houston Baptist University,,30 Oct 1997,1997,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Susan M. Phillips,none,,,,Trends and challenges in Federal Reserve bank supervision,http://www.federalreserve.gov/boarddocs/speeches/1997/19971030.htm,"At Houston Baptist University, Houston, Texas",ston Baptist University,Houston Baptist University,, Houston, Texas,Susan M. Phillips,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,Federal Reserve Bank of Chicago,Federal Reserve Bank of Chicago,1,31 Oct 1997,1997,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Laurence H. Meyer,Fed-Fed,,,,Community development: Changes and challenges,http://www.federalreserve.gov/boarddocs/speeches/1997/19971031.htm,"Before the Federal Reserve Bank of Chicago Biannual Community Development Conference, Chicago, Illinois",the Federal Reserve Bank of Chicago Biannual Community Development Conference,Federal Reserve Bank of Chicago,, Chicago, Illinois,Laurence H. Meyer,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
,,,Bank Administration Institute,,4 Nov 1997,1997,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Susan M. Phillips,none,,,,Risk management,http://www.federalreserve.gov/boarddocs/speeches/1997/19971104.htm,"At the Asset/Liability and Treasury Management Conference of the Bank Administration Institute, Chicago, Illinois",Asset/Liability and Treasury Management Conference of the Bank Administration Institute,Bank Administration Institute,, Chicago,,Susan M. Phillips,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
,,,Center for Financial Studies Frankfurt,,7 Nov 1997,1997,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Alan Greenspan,none,,,,Price measurement,http://www.federalreserve.gov/boarddocs/speeches/1997/19971107.htm,"At the Center for Financial Studies Frankfurt, Germany",Center for Financial Studies Frankfurt,Center for Financial Studies Frankfurt,, Germany,,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
,,,University of Wisconsin-Milwaukee,,1 Dec 1997,1997,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Laurence H. Meyer,none,,,,New approaches to small business development partnerships,http://www.federalreserve.gov/boarddocs/speeches/1997/19971201.htm,"At the University of Wisconsin-Milwaukee, Urban Studies Programs, Milwaukee, Wisconsin",University of Wisconsin-Milwaukee,University of Wisconsin-Milwaukee,, Urban Studies Programs, Milwaukee,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,Economic Club of New York,,2 Dec 1997,1997,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Alan Greenspan,yes - Dates Not Available,,Vice Chairman,,Growth and flexibility: Lessons from Asia,http://www.federalreserve.gov/boarddocs/speeches/1997/19971202.htm,"At The Economic Club of New York, New York, N.Y.",Economic Club of New York,Economic Club of New York,, New York, N.Y.,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,,Syracuse University,,3 Dec 1997,1997,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Alan Greenspan,none,,,,The role of education during rapid economic change,http://www.federalreserve.gov/boarddocs/speeches/1997/19971203.htm,"At Syracuse University, Syracuse, New York",Syracuse University,Syracuse University,, Syracuse, New York,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,Professional Banker's Association,,15 Dec 1997,1997,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Edward W. Kelley,Not Found in Fed Boardex,,,,"The ""Millennium Bug""",http://www.federalreserve.gov/boarddocs/speeches/1997/19971215.htm,"Before the Professional Banker's Association, Washington, D.C.",the Professional Banker's Association,Professional Banker's Association,, Washington, D.C.,Edward W. Kelley,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,,American Economic Association (AEA),American Economic Association and the American Finance Association,1,3 Jan 1998,1998,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Alan Greenspan,none,,,,Problems of price measurement,http://www.federalreserve.gov/boarddocs/speeches/1998/19980103.htm,"At the Annual Meeting of the American Economic Association and the American Finance Association, Chicago, Illinois",Annual Meeting of the American Economic Association and the American Finance Association, American Economic Association and the American Finance Association,, Chicag,,Alan Greenspan,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,,the Economic Strategy Institute,,8 Jan 1998,1998,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Laurence H. Meyer,none,,,,The economic outlook and challenges facing monetary policy,http://www.federalreserve.gov/boarddocs/speeches/1998/19980108.htm,"Before the Economic Strategy Institute, Washington, D.C.",the Economic Strategy Institute,the Economic Strategy Institute,, Washington, D.C.,Laurence H. Meyer,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
,,,U.S. Congresswoman Maxine Waters,,12 Jan 1998,1998,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Alan Greenspan,none,,,,Economic development in low- and moderate-income communities,http://www.federalreserve.gov/boarddocs/speeches/1998/19980112.htm,"At a Community Forum on Community Reinvestment and Access to Credit: California's Challenge, Los Angeles, California",Community Forum on Community Reinvestment and Access to Credit: California's Challenge,U.S. Congresswoman Maxine Waters,, Los Angele,,Alan Greenspan,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
,,,the Rainbow/PUSH Coalition,,16 Jan 1998,1998,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Alan Greenspan,none,,,,The underemployment of minorities,http://www.federalreserve.gov/boarddocs/speeches/1998/19980116.htm,"At the Wall Street Project Anniversary Conference of the Rainbow/PUSH Coalition, New York, New York",Wall Street Project Anniversary Conference of the Rainbow/PUSH Coalition,the Rainbow/PUSH Coalition,, New York, New York,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,the Florida International Bankers Association and the Miami Bond Club,,11 Feb 1998,1998,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Edward W. Kelley,Not Found in Fed Boardex,,,,Year 2000: a worldwide concern ,http://www.federalreserve.gov/boarddocs/speeches/1998/19980211.htm,"Before the Florida International Bankers Association and the Miami Bond Club, Miami, Florida",the Florida International Bankers Association and the Miami Bond Club,the Florida International Bankers Association and the Miami Bond Club,, Miami, Florida,Edward W. Kelley,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,Department of Health and Human Services,,17 Feb 1998,1998,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Alice M. Rivlin,none,,,,Does good policy analysis matter?,http://www.federalreserve.gov/boarddocs/speeches/1998/19980217.htm,"Before the Dedication of The Alice Mitchell Rivlin Conference Room, Office of the Assistant Secretary for Planning and Evaluation (ASPE), Department of Health and Human Services, Washington, D.C.",the Dedication of The Alice Mitchell Rivlin Conference Room,Department of Health and Human Services,, Office of the Assistant Secretary f,,Alice M. Rivlin,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
,,Federal Reserve Bank of New York,Federal Reserve Bank of New York,1,26 Feb 1998,1998,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Alan Greenspan,Fed-Fed,,,,The role of capital in optimal banking supervision and regulation,http://www.federalreserve.gov/boarddocs/speeches/1998/19980226.htm,"Before the Conference on Capital Regulation in the 21st Century, Federal Reserve Bank of New York, New York, NY",the Conference on Capital Regulation in the 21st Century,Federal Reserve Bank of New York,, Federal Reserve Bank of New York, New,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,,Eastern Economic Association,,27 Feb 1998,1998,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Edward M. Gramlich,Not Found in Fed Boardex,,,,Monetary rules,http://www.federalreserve.gov/boarddocs/speeches/1998/199802272.htm,"The Samuelson Lecture, before the 24th Annual Conference of the Eastern Economic Association, New York, New York",muelson Lecture,Eastern Economic Association,, before the 24th Annual Conference of the Eastern Economic Association, New York,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,Federal Reserve Bank of Atlanta,Federal Reserve Bank of Atlanta,,27 Feb 1998,1998,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Alan Greenspan,Fed-Fed,,,,Risk management in the global financial system,http://www.federalreserve.gov/boarddocs/speeches/1998/19980227.htm,"Before the Annual Financial Markets Conference of the Federal Reserve Bank of Atlanta, Miami Beach, Florida",the Annual Financial Markets Conference of the Federal Reserve Bank of Atlanta, Federal Reserve Bank of Atlanta,, Miami Beach, Flo,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,,Institute of International Bankers,,2 Mar 1998,1998,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Laurence H. Meyer,none,,,,Financial globalization and efficient banking regulation,http://www.federalreserve.gov/boarddocs/speeches/1998/19980302.htm,"Before the Annual Washington Conference of the Institute of International Bankers, Washington, D.C.",the Annual Washington Conference of the Institute of International Bankers,Institute of International Bankers,, Washington, D.C.,Laurence H. Meyer,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
,,,Independent Bankers Association of America,,3 Mar 1998,1998,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Alan Greenspan,none,,,,Implications of recent Asian developments for community banking,http://www.federalreserve.gov/boarddocs/speeches/1998/19980303.htm,"Before the Annual Convention of the Independent Bankers Association of America, Honolulu, Hawaii",the Annual Convention of the Independent Bankers Association of America, Independent Bankers Association of America,, Honolulu, Hawaii,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,America's Community Bankers,,4 Mar 1998,1998,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Roger W. Ferguson,none,,,,The Asian crisis: lessons to be learned and relearned,http://www.federalreserve.gov/boarddocs/speeches/1998/19980304.htm,"Before America's Community Bankers, Washington, D.C.",America's Community Bankers,America's Community Bankers,, Washington, D.C.,Roger W. Ferguson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,President's Commission to Study Capital Budgeting,,6 Mar 1998,1998,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Edward M. Gramlich,Not Found in Fed Boardex,,,,Capital budgeting,http://www.federalreserve.gov/boarddocs/speeches/1998/19980306.htm,"Before the President's Commission to Study Capital Budgeting, Washington, D.C.",the President's Commission to Study Capital Budgeting,President's Commission to Study Capital Budgeting,, Washington, D.C.,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10
,,,Conference of State Bank Supervisors,,9 Mar 1998,1998,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Roger W. Ferguson,none,,,,Bank supervision: lessons from the consulting perspective,http://www.federalreserve.gov/boarddocs/speeches/1998/19980309.htm,"Before the Conference of State Bank Supervisors, Washington, D.C.",the Conference of State Bank Supervisors,Conference of State Bank Supervisors,, Washington, D.C.,Roger W. Ferguson,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,,Middlebury College,,16 Mar 1998,1998,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Laurence H. Meyer,none,,,,The strategy of monetary policy ,http://www.federalreserve.gov/boarddocs/speeches/1998/19980316.htm,"The Alan R. Holmes Lecture, Middlebury College, Middlebury, Vermont",an R. Holmes Lecture,Middlebury College,, Middlebury College, Middlebury,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,Forum on Debt and Development,,17 Mar 1998,1998,"Leach, James A.S.","$633,324",NONE,NONE,"McCollum, Bill","$941,123",NONE,NONE,Susan M. Phillips,none,,,,Four themes of sound international supervision ,http://www.federalreserve.gov/boarddocs/speeches/1998/19980317.htm,"Before the Conference on Coping with Financial Crisis in Developing and Transition Countries: Regulatory and Supervisory Challenges in a New Era of Global Finance, Forum on Debt and Development,De Nederlandsche Bank, Amsterdam",the Conference on Coping with Financial Crisis in Developing and Transition Countries: Regulator,Forum on Debt and Development,,,,Susan M. Phillips,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
