initialorder,Date,speechtitle,TestimonyHyperlink,name,position_cat1,position_cat2,committefull,CleanFullCommitteeName1,CleanFullCommitteeName2,SubCommittee,duplicatespeech,legislature,full_date,HearingNumber,TranscriptHyperlink,FedLetterCorrespondence,attendance,laughter,SecondTestimony,SpecialInterest,
44,17-Feb-2011,Interchange fees,http://www.federalreserve.gov/newsevents/testimony/raskin20110217a.htm,Sarah Bloom Raskin,Governor,,"Financial Institutions and Consumer Credit, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,17/02/2011,,,,,,,,
122,17-Apr-2008,Credit cards,http://www.federalreserve.gov/newsevents/testimony/braunstein20080417a.htm,Sandra F. Braunstein,Director,Division of Consumer and Community Affairs,"Financial Institutions and Consumer Credit, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,17/04/2008,"110-109
",http://www.gpo.gov/fdsys/pkg/CHRG-110hhrg42721/html/CHRG-110hhrg42721.htm,,,3,,,
136,12-Dec-2007,The Financial Consumer Hotline Act of 2007,http://www.federalreserve.gov/newsevents/testimony/braunstein20071212a.htm,Sandra F. Braunstein,Director,Division of Consumer and Community Affairs,"Financial Institutions and Consumer Credit, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,12/12/2007,"110-84
",http://www.gpo.gov/fdsys/pkg/CHRG-110hhrg40436/html/CHRG-110hhrg40436.htm,,,0,,,
151,7-Jun-2007,Credit card disclosures,http://www.federalreserve.gov/newsevents/testimony/mishkin20070607a.htm,Frederic S. Mishkin,Governor,,"Financial Institutions and Consumer Credit, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,07/06/2007,"110-36
",http://www.gpo.gov/fdsys/pkg/CHRG-110hhrg37552/html/CHRG-110hhrg37552.htm,,,9,,,
155,27-Mar-2007,Subprime mortgages,http://www.federalreserve.gov/newsevents/testimony/braunstein20070327a.htm,Sandra F. Braunstein,Director,Division of Consumer and Community Affairs,"Financial Institutions and Consumer Credit, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,27/03/2007,"110-18
",http://www.gpo.gov/fdsys/pkg/CHRG-110hhrg35410/html/CHRG-110hhrg35410.htm,,,1,,,
163,14-Sep-2006,Basel II and commercial real estate,http://www.federalreserve.gov/newsevents/testimony/bies20060914a.htm,Susan Schmidt Bies,Governor,,"Financial Institutions and Consumer Credit, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,14/09/2006,"109-120
",http://www.gpo.gov/fdsys/pkg/CHRG-109hhrg31549/html/CHRG-109hhrg31549.htm,,,1,,,
166,12-Jul-2006,Industrial loan companies,http://www.federalreserve.gov/newsevents/testimony/alvarez20060712a.htm,Scott G. Alvarez,General Counsel,,"Financial Institutions and Consumer Credit, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,12/07/2006,"109-106
",http://www.gpo.gov/fdsys/pkg/CHRG-109hhrg31535/html/CHRG-109hhrg31535.htm,,,0,,,
177,22-Sep-2005,Regulatory relief,http://www.federalreserve.gov/boarddocs/testimony/2005/20050922/default.htm,Mark Olson,Governor,,"Financial Institutions and Consumer Credit, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,22/09/2005,"109-55
",http://www.gpo.gov/fdsys/pkg/CHRG-109hhrg25951/html/CHRG-109hhrg25951.htm,,,3,,,
183,9-Jun-2005,Regulatory relief,http://www.federalreserve.gov/boarddocs/testimony/2005/20050609/default.htm,Donald L. Kohn,Governor,,"Financial Institutions and Consumer Credit, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,09/06/2005,"109-36
",http://www.gpo.gov/fdsys/pkg/CHRG-109hhrg24094/html/CHRG-109hhrg24094.htm,,,3,,,
187,20-Apr-2005,Recent developments in the payments system,http://www.federalreserve.gov/boarddocs/testimony/2005/20050420/default.htm,Louise L. Roseman,Director,Division of Reserve Bank Operations and Payment Systems,"Financial Institutions and Consumer Credit, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,20/04/2005,"109-20
",http://www.gpo.gov/fdsys/pkg/CHRG-109hhrg23737/html/CHRG-109hhrg23737.htm,,,0,,,
217,19-Jun-2003,Basel II and H.R. 2043,http://www.federalreserve.gov/boarddocs/testimony/2003/20030619/default.htm,"man, Roger W. Ferguson Jr.",Vice Chair,,"Financial Institutions and Consumer Credit, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,19/06/2003,"108-40
",http://www.gpo.gov/fdsys/pkg/CHRG-108hhrg91770/html/CHRG-108hhrg91770.htm,,,7,,,
220,4-Jun-2003,Fair Credit Reporting Act,http://www.federalreserve.gov/boarddocs/testimony/2003/20030604/default.htm,Dolores S. Smith,Director,Division of Consumer and Community Affairs,"Financial Institutions and Consumer Credit, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,04/06/2003,"108-33
",http://www.gpo.gov/fdsys/pkg/CHRG-108hhrg92232/html/CHRG-108hhrg92232.htm,,,15,,,
257,2-May-2001,Real estate brokerage activities,http://www.federalreserve.gov/boarddocs/testimony/2001/20010502/default.htm,Laurence H. Meyer,Governor,,"Financial Institutions and Consumer Credit, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,02/05/2001,"107-12
",http://www.gpo.gov/fdsys/pkg/CHRG-107hhrg72396/html/CHRG-107hhrg72396.htm,,,8,,,
33,15-Jun-2011,Banking supervision,http://www.federalreserve.gov/newsevents/testimony/foley20110615a.htm,Michael R. Foley,Senior Associate Director,Division of Banking Supervision and Regulation,"Financial Institutions and Consumer Protection, Committee on Banking, Housing, and Urban Affairs, U.S. Senate","Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions and Consumer Protection,1,,Senate,15/06/2011,"S. Hrg. 112-172
",http://www.gpo.gov/fdsys/pkg/CHRG-112shrg71700/html/CHRG-112shrg71700.htm,,,0,,,
41,6-Apr-2011,Community banking,http://www.federalreserve.gov/newsevents/testimony/hunter20110406a.htm,Maryann F. Hunter,Deputy Director,Division of Banking Supervision and Regulation,"Financial Institutions and Consumer Protection, Committee on Banking, Housing, and Urban Affairs, U.S. Senate","Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions and Consumer Protection,1,,Senate,06/04/2011,"S. Hrg. 112-77
",http://www.gpo.gov/fdsys/pkg/CHRG-112shrg68056/html/CHRG-112shrg68056.htm,,,1,,,
323,17-Jul-1998,Reforms in the Truth in Lending Act and the Real Estate Settlement Procedures Act,http://www.federalreserve.gov/boarddocs/testimony/1998/19980717.htm,Edward M. Gramlich,Governor,,"Financial Institutions and Regulatory Relief and the Subcommittee on Housing Opportunity and Community Development of the Committee on Banking, Housing, and Urban Affairs, U.S. Senate","Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions and Regulatory Relief and the Subcommittee on Housing Opportunity and Community Development,1,"Governor Gramlich presented identical testimony before the Subcommittee on Financial Institutions and Consumer Credit and the Subcommittee on Housing and Community Opportunity of the Committee on Banking and Financial Services, U.S. House of Re",Senate,17/07/1998,,,,,,,,
363,15-Jul-1997,Disclosure requirements for home mortgage loans,http://www.federalreserve.gov/boarddocs/testimony/1997/19970715.htm,Laurence H. Meyer,Governor,,"Financial Institutions and Regulatory Relief of the Committee on Banking, Housing, and Urban Affairs, U.S. Senate","Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions and Regulatory Relief,1,,Senate,15/07/1997,,,,,,,,
367,20-Mar-1997,Restrictions on securities underwriting and dealing,http://www.federalreserve.gov/boarddocs/testimony/1997/19970320.htm,Susan M. Phillips,Governor,,"Financial Institutions and Regulatory Relief of the Committee on Banking, Housing, and Urban Affairs, U.S. Senate","Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions and Regulatory Relief,1,,Senate,20/03/1997,,,,,,,,
377,24-Jul-1996,Trends in consumer lending,http://www.federalreserve.gov/boarddocs/testimony/1996/19960724.htm,Janet L. Yellen,Governor,,"Financial Institutions and Regulatory Relief of the Committee on Banking, Housing, and Urban Affairs, U.S. Senate","Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions and Regulatory Relief,1,,Senate,24/07/1996,,,,,,,,
274,18-May-2000,computer virus and the financial services industry,http://www.federalreserve.gov/boarddocs/testimony/2000/20000518.htm,Stephen R. Malphrus,Staff Director for Management,,"Financial Institutions of the Committee on Banking, Housing, and Urban Affairs, U.S. Senate","Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions ,1,,Senate,18/05/2000,,,,,,,,
78,14-Oct-2009,State of the banking industry,http://www.federalreserve.gov/newsevents/testimony/tarullo20091014a.htm,Daniel K. Tarullo,Governor,,"Financial Institutions, Committee on Banking, Housing, and Urban Affairs, U.S. Senate","Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions,1,,Senate,14/10/2009,"S. Hrg. 111-414
",http://www.gpo.gov/fdsys/pkg/CHRG-111shrg56415/html/CHRG-111shrg56415.htm,,,4,,,
68,26-Feb-2010,Small business lending,http://www.federalreserve.gov/newsevents/testimony/duke20100226a.htm,Elizabeth A. Duke,Governor,,"Financial Services and Committee on Small Business, U.S. House of Representatives",Committee on Financial Services and Committee on Small Business,,,,House,26/02/2010,"111-58
",http://www.gpo.gov/fdsys/pkg/CHRG-111hhrg56768/html/CHRG-111hhrg56768.htm,,,0,,,
357,30-Jul-1997,Y2K and Federal Reserve readiness,http://www.federalreserve.gov/boarddocs/testimony/1997/19970730.htm,Edward W. Kelley Jr.,Governor,,"Financial Services and Technology of the Committee on Banking, Housing, and Urban Affairs, U.S. Senate","Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Services and Technology,1,,Senate,30/07/1997,,,,,,,,
260,13-Mar-2001,Payment of interest on reserves,http://www.federalreserve.gov/boarddocs/testimony/2001/20010313/default.htm,Laurence H. Meyer,Governor,,"Financial Services Subcommittee on Financial Institutions and Consumer Credit, U.S. House of Representatives",Committee on Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,13/03/2001,"107-4
",http://www.gpo.gov/fdsys/pkg/CHRG-107hhrg71148/html/CHRG-107hhrg71148.htm,,,0,,,
51,18-Nov-2010,Foreclosure documentation issues,http://www.federalreserve.gov/newsevents/testimony/duke20101118a.htm,Elizabeth A. Duke,Governor,,"Financial Services Subcommittee on Housing and Community Opportunity, U.S. House of Representatives",Committee on Financial Services ,Subcommittee on Housing and Community Opportunity,1,,House,18/11/2010,"111-166
",http://www.gpo.gov/fdsys/pkg/CHRG-111hhrg63124/html/CHRG-111hhrg63124.htm,,,0,,,
65,24-Mar-2010,Credit scoring,http://www.federalreserve.gov/newsevents/testimony/braunstein20100323a.htm,Sandra F. Braunstein,Director,Division of Consumer and Community Affairs,"Financial Services, Subcommittee on Financial Institutions and Consumer Credit, U.S. House of Representatives",Committee on Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,24/03/2010,"111-117
",http://www.gpo.gov/fdsys/pkg/CHRG-111hhrg56781/html/CHRG-111hhrg56781.htm,,,0,,,
16,29-Feb-2012,Semiannual Monetary Policy Report to the Congress,http://www.federalreserve.gov/newsevents/testimony/bernanke20120229a.htm,Ben S. Bernanke,Chairman,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,"Chairman Bernanke presented identical remarks before the Committee on Banking, Housing, and Urban Affairs, U.S. Senate on March 1, 2012",House,29/02/2012,"112-103
",http://www.gpo.gov/fdsys/pkg/CHRG-112hhrg75075/html/CHRG-112hhrg75075.htm,,,0,,,
30,13-Jul-2011,Semiannual Monetary Policy Report to the Congress,http://www.federalreserve.gov/newsevents/testimony/bernanke20110713a.htm,Ben S. Bernanke,Chairman,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,"Chairman Bernanke presented identical remarks before the Committee on Banking, Housing, and Urban Affairs, U.S. Senate on July 14, 2011",House,13/07/2011,"112-46
",http://www.gpo.gov/fdsys/pkg/CHRG-112hhrg67941/html/CHRG-112hhrg67941.htm,,,0,,,
32,16-Jun-2011,Capital and liquidity standards,http://www.federalreserve.gov/newsevents/testimony/tarullo20110616a.htm,Daniel K. Tarullo,Governor,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,16/06/2011,"112-39
",http://www.gpo.gov/fdsys/pkg/CHRG-112hhrg67934/html/CHRG-112hhrg67934.htm,,,0,,,
46,15-Feb-2011,"Assessing the regulatory, economic, and market implications of the Dodd-Frank derivatives title",http://www.federalreserve.gov/newsevents/testimony/tarullo20110215a.htm,Daniel K. Tarullo,Governor,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,15/02/2011,"112-5
",http://www.gpo.gov/fdsys/pkg/CHRG-112hhrg64554/html/CHRG-112hhrg64554.htm,,,1,,,
62,20-Apr-2010,Lessons from the failure of Lehman Brothers,http://www.federalreserve.gov/newsevents/testimony/bernanke20100420a.htm,Ben S. Bernanke,Chairman,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,20/04/2010,"111-124
",http://www.gpo.gov/fdsys/pkg/CHRG-111hhrg57742/html/CHRG-111hhrg57742.htm,,,0,,,
64,25-Mar-2010,Federal Reserve's exit strategy,http://www.federalreserve.gov/newsevents/testimony/bernanke20100325a.htm,Ben S. Bernanke,Chairman,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,25/03/2010,"111-118
",http://www.gpo.gov/fdsys/pkg/CHRG-111hhrg56764/html/CHRG-111hhrg56764.htm,,,2,,,
67,17-Mar-2010,The Federal Reserve's role in bank supervision,http://www.federalreserve.gov/newsevents/testimony/bernanke20100317a.htm,Ben S. Bernanke,Chairman,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,17/03/2010,"111-112
",http://www.gpo.gov/fdsys/pkg/CHRG-111hhrg56776/html/CHRG-111hhrg56776.htm,,,0,,,
69,25-Feb-2010,Incentive compensation,http://www.federalreserve.gov/newsevents/testimony/alvarez20100225a.htm,Scott G. Alvarez,General Counsel,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,25/02/2010,"111-103
",http://www.gpo.gov/fdsys/pkg/CHRG-111hhrg56767/html/CHRG-111hhrg56767.htm,,,2,,,
70,24-Feb-2010,Semiannual Monetary Policy Report to the Congress,http://www.federalreserve.gov/newsevents/testimony/bernanke20100224a.htm,Ben S. Bernanke,Chairman,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,"Chairman Bernanke presented identical remarks before the Committee on Banking, Housing, and Urban Affairs, U.S. Senate, on February 25, 2010",House,24/02/2010,"111-102
",http://www.gpo.gov/fdsys/pkg/CHRG-111hhrg56766/html/CHRG-111hhrg56766.htm,,,0,,,
72,10-Feb-2010,Federal Reserve's exit strategy,http://www.federalreserve.gov/newsevents/testimony/bernanke20100210a.htm,Ben S. Bernanke,Chairman,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,10/02/2010,NA,,,,,,,
77,29-Oct-2009,Regulatory reform,http://www.federalreserve.gov/newsevents/testimony/tarullo20091029a.htm,Daniel K. Tarullo,Governor,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,29/10/2009,"111-88
",http://www.gpo.gov/fdsys/pkg/CHRG-111hhrg55814/html/CHRG-111hhrg55814.htm,,,4,,,
79,1-Oct-2009,Regulatory reform,http://www.federalreserve.gov/newsevents/testimony/bernanke20091001a.htm,Ben S. Bernanke,Chairman,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,01/10/2009,"111-83
",http://www.gpo.gov/fdsys/pkg/CHRG-111hhrg55809/html/CHRG-111hhrg55809.htm,,,0,,,
81,25-Sep-2009,Federal Reserve Transparency,http://www.federalreserve.gov/newsevents/testimony/alvarez20090925a.htm,Scott G. Alvarez,General Counsel,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,25/09/2009,"111-80
",http://www.gpo.gov/fdsys/pkg/CHRG-111hhrg54871/html/CHRG-111hhrg54871.htm,,,0,,1,
83,24-Jul-2009,Regulatory restructuring,http://www.federalreserve.gov/newsevents/testimony/bernanke20090724a.htm,Ben S. Bernanke,Chairman,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,"Governor Tarullo presented identical remarks to the Committee on Banking, Housing, and Urban Affairs, U.S. Senate on July, 23, 2009",House,24/07/2009,"111-68
",http://www.gpo.gov/fdsys/pkg/CHRG-111hhrg53248/html/CHRG-111hhrg53248.htm,,,0,,,
85,21-Jul-2009,Semiannual Monetary Policy Report to the Congress,http://www.federalreserve.gov/newsevents/testimony/bernanke20090721a.htm,Ben S. Bernanke,Chairman,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,"Chairman Bernanke presented identical remarks before the Committee on Banking, Housing, and Urban Affairs, U.S. Senate, on July 22, 2009",House,21/07/2009,"111-64
",http://www.gpo.gov/fdsys/pkg/CHRG-111hhrg53244/html/CHRG-111hhrg53244.htm,,,0,,,
91,11-Jun-2009,Executive compensation,http://www.federalreserve.gov/newsevents/testimony/alvarez20090611a.htm,Scott G. Alvarez,General Counsel,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,11/06/2009,"111-42
",http://www.gpo.gov/fdsys/pkg/CHRG-111hhrg52398/html/CHRG-111hhrg52398.htm,,,0,,,
93,20-May-2009,Municipal finance,http://www.federalreserve.gov/newsevents/testimony/wilcox20090521a.htm,David W. Wilcox,Deputy Director,Division of Research and Statistics,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,20/05/2009,NA,,,,,,,
96,25-Mar-2009,Credit availability and prudent lending standards,http://www.federalreserve.gov/newsevents/testimony/duke20090325a.htm,Elizabeth A. Duke,Governor,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,25/03/2009,"111-21
",http://www.gpo.gov/fdsys/pkg/CHRG-111hhrg48874/html/CHRG-111hhrg48874.htm,,,1,,,
97,24-Mar-2009,American International Group,http://www.federalreserve.gov/newsevents/testimony/bernanke20090324a.htm,Ben S. Bernanke,Chairman,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,24/03/2009,"111-20
",http://www.gpo.gov/fdsys/pkg/CHRG-111hhrg48873/html/CHRG-111hhrg48873.htm,,,0,,,
98,20-Mar-2009,Enforcement of financial consumer protection laws,http://www.federalreserve.gov/newsevents/testimony/duke20090320a.htm,Elizabeth A. Duke,Governor,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,20/03/2009,"111-18
",http://www.gpo.gov/fdsys/pkg/CHRG-111hhrg48871/html/CHRG-111hhrg48871.htm,,,0,,,
106,10-Feb-2009,Federal Reserve programs to strengthen credit markets and the economy,http://www.federalreserve.gov/newsevents/testimony/bernanke20090210a.htm,Ben S. Bernanke,Chairman,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,10/02/2009,"111-3
",http://www.gpo.gov/fdsys/pkg/CHRG-111hhrg48674/html/CHRG-111hhrg48674.htm,,,0,,1,
107,13-Jan-2009,Troubled Asset Relief Program,http://www.federalreserve.gov/newsevents/testimony/kohn20090113a.htm,Donald L. Kohn,Vice Chairman,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,13/01/2009,NA,,,,,,,
110,18-Nov-2008,Troubled Asset Relief Program and the Federal Reserve's liquidity facilities,http://www.federalreserve.gov/newsevents/testimony/bernanke20081118a.htm,Ben S. Bernanke,Chairman,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,18/11/2008,110-145,http://www.gpo.gov/fdsys/pkg/CHRG-110hhrg46593/html/CHRG-110hhrg46593.htm,,,0,,,
117,10-Jul-2008,Regulatory restructuring,http://www.federalreserve.gov/newsevents/testimony/bernanke20080710a.htm,Ben S. Bernanke,Chairman,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,10/07/2008,"110-127
",http://www.gpo.gov/fdsys/pkg/CHRG-110hhrg44900/html/CHRG-110hhrg44900.htm,,,1,,,
124,15-Apr-2008,Financial literacy,http://www.federalreserve.gov/newsevents/testimony/braunstein20080415a.htm,Sandra F. Braunstein,Director,Division of Consumer and Community Affairs,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,15/04/2008,"110-105
",http://www.gpo.gov/fdsys/pkg/CHRG-110hhrg42717/html/CHRG-110hhrg42717.htm,,,2,,,
125,9-Apr-2008,Federal Housing Administration Housing Stabilization and Homeownership Act,http://www.federalreserve.gov/newsevents/testimony/kroszner20080409a.htm,Randall S. Kroszner,Governor,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,09/04/2008,"110-103
",http://www.gpo.gov/fdsys/pkg/CHRG-110hhrg42715/html/CHRG-110hhrg42715.htm,,,2,,,
131,27-Feb-2008,Semiannual Monetary Policy Report to the Congress,http://www.federalreserve.gov/newsevents/testimony/bernanke20080227a.htm,Ben S. Bernanke,Chairman,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,"Chairman Bernanke presented identical testimony before the Committee on Banking, Housing, and Urban Affairs, U.S. Senate, on February 28, 2008",House,27/02/2008,"110-93
",http://www.gpo.gov/fdsys/pkg/CHRG-110hhrg41184/html/CHRG-110hhrg41184.htm,,,0,,,
134,13-Feb-2008,The Community Reinvestment Act,http://www.federalreserve.gov/newsevents/testimony/braunstein20080213a.htm,Sandra F. Braunstein,Director,Division of Consumer and Community Affairs,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,13/02/2008,"110-90
",http://www.gpo.gov/fdsys/pkg/CHRG-110hhrg41181/html/CHRG-110hhrg41181.htm,,,1,,,
137,6-Dec-2007,Loan modifications and foreclosure prevention,http://www.federalreserve.gov/newsevents/testimony/kroszner20071206a.htm,Randall S. Kroszner,Governor,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,06/12/2007,"110-83
",http://www.gpo.gov/fdsys/pkg/CHRG-110hhrg40435/html/CHRG-110hhrg40435.htm,,,0,,,
141,24-Oct-2007,Legislative proposals on reforming mortgage practices,http://www.federalreserve.gov/newsevents/testimony/kroszner20071024a.htm,Randall S. Kroszner,Governor,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,24/10/2007,"110-74
",http://www.gpo.gov/fdsys/pkg/CHRG-110hhrg39912/html/CHRG-110hhrg39912.htm,,,11,,1,
144,20-Sep-2007,Subprime mortgage lending and mitigating foreclosures,http://www.federalreserve.gov/newsevents/testimony/bernanke20070920a.htm,Ben S. Bernanke,Chairman,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,20/09/2007,,,,,,,,
148,11-Jul-2007,Hedge funds,http://www.federalreserve.gov/newsevents/testimony/warsh20070711a.htm,Kevin Warsh,Governor,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,11/07/2007,"110-48
",http://www.gpo.gov/fdsys/pkg/CHRG-110hhrg38388/html/CHRG-110hhrg38388.htm,,,2,,,
150,13-Jun-2007,The role of federal banking agencies in strengthening federal financial consumer protection,http://www.federalreserve.gov/newsevents/testimony/kroszner20070613a.htm,Randall S. Kroszner,Governor,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,13/06/2007,"110-40
",http://www.gpo.gov/fdsys/pkg/CHRG-110hhrg37556/html/CHRG-110hhrg37556.htm,,,0,,,
153,25-Apr-2007,Industrial loan companies,http://www.federalreserve.gov/newsevents/testimony/kohn20070425a.htm,"man,Â Donald L. Kohn",Vice Chair,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,25/04/2007,"110-25
",http://www.gpo.gov/fdsys/pkg/CHRG-110hhrg36820/html/CHRG-110hhrg36820.htm,,,2,,,
173,15-Feb-2006,Semiannual Monetary Policy Report to the Congress,http://www.federalreserve.gov/newsevents/testimony/bernanke20060215a.htm,Ben S. Bernanke,Chairman,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,"Chairman Bernanke presented identical testimony before the Committee on Committee on Banking, Housing, and Urban Affairs, U.S. Senate, on February 16, 2006",House,15/02/2006,"109-72
",http://www.gpo.gov/fdsys/pkg/CHRG-109hhrg28024/html/CHRG-109hhrg28024.htm,,,0,,,
179,20-Jul-2005,Federal Reserve Board's semiannual Monetary Policy Report to the Congress,http://www.federalreserve.gov/boarddocs/hh/2005/july/testimony.htm,Alan Greenspan,Chairman,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,"Chairman Greenspan presented identical testimony before the Committee on Banking, Housing, and Urban Affairs, U.S. Senate, on July 21, 2005",House,20/07/2005,"109-47
",http://www.gpo.gov/fdsys/pkg/CHRG-109hhrg23738/html/CHRG-109hhrg23738.htm,,,6,,,
193,11-Feb-2004,Federal Reserve Board's semiannual Monetary Policy Report to the Congress,http://www.federalreserve.gov/boarddocs/hh/2004/february/testimony.htm,Alan Greenspan,Chairman,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,"Chairman Greenspan presented identical testimony before the Committee on Banking, Housing, and Urban Affairs, U.S. Senate, on February 12, 2004",House,11/02/2004,"108-67
",http://www.gpo.gov/fdsys/pkg/CHRG-108hhrg93425/html/CHRG-108hhrg93425.htm,,,0,,,
200,13-May-2004,U.S. - EU regulatory dialogue,http://www.federalreserve.gov/boarddocs/testimony/2004/20040513/default.htm,Susan Schmidt Bies,Governor,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,13/05/2004,"108-86
",http://www.gpo.gov/fdsys/pkg/CHRG-108hhrg95262/html/CHRG-108hhrg95262.htm,,,3,,,
208,8-Sep-2004,Protecting the financial infrastructure,http://www.federalreserve.gov/boarddocs/testimony/2004/20040908/default.htm,Mark W. Olson,Governor,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,08/09/2004,"108-108
",http://www.gpo.gov/fdsys/pkg/CHRG-108hhrg97449/html/CHRG-108hhrg97449.htm,,,6,,,
215,15-Jul-2003,Federal Reserve Boardâ€™s semiannual monetary policy report to the Congress,http://www.federalreserve.gov/boarddocs/hh/2003/july/testimony.htm,Alan Greenspan,Chairman,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,"Chairman Greenspan presented identical testimony before the Committee on Banking, Housing, and Urban Affairs, U.S. Senate, on July 16, 2003",House,15/07/2003,"108-48
",http://www.gpo.gov/fdsys/pkg/CHRG-108hhrg91775/html/CHRG-108hhrg91775.htm,,,0,,,
222,30-Apr-2003,Follow-up to the semiannual monetary policy report to the Congress,http://www.federalreserve.gov/boarddocs/hh/2003/april/testimony.htm,Alan Greenspan,Chairman,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,30/04/2003,"108-24
",http://www.gpo.gov/fdsys/pkg/CHRG-108hhrg87237/html/CHRG-108hhrg87237.htm,,,0,,,
236,22-May-2002,The European Union's Financial Services Action Plan,http://www.federalreserve.gov/boarddocs/testimony/2002/20020522/default.htm,Mark W. Olson,Governor,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,22/05/2002,"107-70
",http://www.gpo.gov/fdsys/pkg/CHRG-107hhrg82397/html/CHRG-107hhrg82397.htm,,,4,,,
